experiment_id,section_thickness,specimen_id,plane,gene,gene_name,chromosome_id,entrez_id,genomic_reference_update_id,homologene_id,organism_id
71213075,25,70396821,sagittal,Wdr62,WD repeat domain 62,52.0,233064.0,491928275.0,15927.0,2
67979050,25,67963912,sagittal,Pold2,"polymerase (DNA directed), delta 2, regulatory subunit",36.0,18972.0,491928275.0,4538.0,2
68443423,25,67795926,sagittal,Gbp8,guanylate-binding protein 8,50.0,76074.0,491928275.0,,2
71022427,25,70145640,sagittal,LOC434853,LOC434853,57.0,434853.0,491928275.0,,2
71022304,25,70123771,sagittal,LOC434415,similar to LRRGT00082,54.0,434415.0,491928275.0,,2
74580924,25,73977207,sagittal,Spns3,spinster homolog 3,36.0,77577.0,491928275.0,45648.0,2
74578248,25,73652004,sagittal,TC1447552,TIGR MGI TC1447552,,,,,2
70946557,25,70073476,sagittal,Mirg,miRNA containing gene,37.0,100040724.0,491928275.0,,2
71832888,25,71735947,sagittal,Gnat3,"guanine nucleotide binding protein, alpha transducing 3",50.0,242851.0,491928275.0,24284.0,2
73870527,25,71733636,sagittal,4921519B16Rik*,RIKEN cDNA 4921519B16 gene (non-RefSeq),,,,,2
73617498,25,71444870,sagittal,S100a3,S100 calcium binding protein A3,48.0,20197.0,491928275.0,2223.0,2
69818066,25,69409356,sagittal,Reck,reversion-inducing-cysteine-rich protein with kazal motifs,49.0,53614.0,491928275.0,9622.0,2
71891671,25,71061997,sagittal,Zcwpw2,"zinc finger, CW type with PWWP domain 2",54.0,100039681.0,491928275.0,,2
71656679,25,70896986,sagittal,Wdyhv1,WDYHV motif containing 1,41.0,76773.0,491928275.0,9968.0,2
69117164,25,68749272,sagittal,Lsm5,"LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)",51.0,66373.0,491928275.0,40833.0,2
69080002,25,68693717,sagittal,Mpst,mercaptopyruvate sulfurtransferase,41.0,246221.0,491928275.0,31942.0,2
69013010,25,68628166,sagittal,Celf4,"CUGBP, Elav-like family member 4",44.0,108013.0,491928275.0,23202.0,2
71158873,25,70873403,sagittal,Mm.320785,Unigene Mm.320785,,,,,2
71529977,25,70614166,sagittal,Kcnj4,"potassium inwardly-rectifying channel, subfamily J, member 4",41.0,16520.0,491928275.0,3653.0,2
68745420,25,68350175,sagittal,Dcdc2a,doublecortin domain containing 2a,39.0,195208.0,491928275.0,9483.0,2
71492940,25,70593019,sagittal,Slx4ip,SLX4 interacting protein,47.0,74243.0,491928275.0,49913.0,2
70793899,25,70006126,sagittal,C230036H16Rik,RIKEN cDNA C230036H16 gene,53.0,434335.0,491928275.0,,2
68300815,25,68123349,sagittal,Nudcd2,NudC domain containing 2,36.0,52653.0,491928275.0,12094.0,2
70595811,25,69778867,sagittal,LOC277795,"similar to GLE1-like, RNA export mediator; GLE1 (yeast homolog)-like, RNA export mediator; hGLE1",49.0,277795.0,491928275.0,,2
68499485,25,67934290,sagittal,Hspe1,heat shock protein 1 (chaperonin 10),34.0,15528.0,491928275.0,20500.0,2
70305526,25,69665092,sagittal,Ccdc60,coiled-coil domain containing 60,50.0,269693.0,491928275.0,18624.0,2
74724247,25,74083215,sagittal,Olfr603,olfactory receptor 603,52.0,259073.0,491928275.0,121535.0,2
69672013,25,69636246,sagittal,Emilin3,elastin microfibril interfacer 3,47.0,280635.0,491928275.0,18817.0,2
74581319,25,74043836,sagittal,Ssmem1,serine-rich single-pass membrane protein 1,51.0,75647.0,491928275.0,12615.0,2
68444620,25,67745230,sagittal,Cav2,caveolin 2,51.0,12390.0,491928275.0,942.0,2
70300738,25,69585107,sagittal,Pdzrn4,PDZ domain containing RING finger 4,41.0,239618.0,491928275.0,85433.0,2
73497101,25,72575777,sagittal,Pgbd1,piggyBac transposable element derived 1,39.0,319207.0,491928275.0,130030.0,2
71809145,25,71735903,sagittal,Nctc1,non-coding transcript 1,52.0,330677.0,491928275.0,,2
72182965,25,71282168,sagittal,Slc25a41,"solute carrier family 25, member 41",43.0,103775.0,491928275.0,27855.0,2
69262294,25,69196986,sagittal,Bbs9,Bardet-Biedl syndrome 9 (human),54.0,319845.0,491928275.0,44480.0,2
69549006,25,69163561,sagittal,Clk3,CDC-like kinase 3,54.0,102414.0,491928275.0,101534.0,2
71488846,25,70516781,sagittal,Tas1r1,"taste receptor, type 1, member 1",49.0,110326.0,491928275.0,12888.0,2
67978501,25,378457,sagittal,Frmd8,FERM domain containing 8,45.0,67457.0,491928275.0,32653.0,2
69447912,25,69059404,sagittal,Ubr3,ubiquitin protein ligase E3 component n-recognin 3,47.0,68795.0,491928275.0,52092.0,2
68667988,25,68349979,sagittal,Igsf3,"immunoglobulin superfamily, member 3",48.0,78908.0,491928275.0,1182.0,2
70300300,25,70248760,sagittal,Mei1,meiosis defective 1,41.0,74369.0,491928275.0,46535.0,2
71020790,25,70101540,sagittal,Mrpl44,mitochondrial ribosomal protein L44,34.0,69163.0,491928275.0,11293.0,2
199141,25,72603,sagittal,Lzic,leucine zipper and CTNNBIP1 domain containing,49.0,69151.0,491928275.0,12301.0,2
70200872,25,70044696,sagittal,Fam172a,"family with sequence similarity 172, member A",39.0,68675.0,491928275.0,12933.0,2
70724846,25,69965020,sagittal,Igbp1b,immunoglobulin (CD79A) binding protein 1b,51.0,50540.0,491928275.0,75049.0,2
68443142,25,67795942,sagittal,Gas6,growth arrest specific 6,53.0,14456.0,491928275.0,638.0,2
76098401,25,75808753,sagittal,Rer1,RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae),49.0,67830.0,491928275.0,5468.0,2
70539233,25,69715735,sagittal,Dus4l,dihydrouridine synthase 4-like (S. cerevisiae),37.0,71916.0,491928275.0,6535.0,2
73716764,25,73654373,sagittal,G730001M10Rik*,RIKEN cDNA G730001M10 gene (non-RefSeq),,,,,2
74578329,25,73652034,sagittal,LOC100040019,hypothetical LOC100040019,52.0,100040019.0,491928275.0,,2
74513911,25,73573709,sagittal,Txlng,taxilin gamma,57.0,353170.0,491928275.0,23097.0,2
70238955,25,69573418,sagittal,E030010N08Rik,RIKEN cDNA E030010N08 gene,34.0,381284.0,491928275.0,132192.0,2
73906491,25,71993631,sagittal,4930540G01Rik*,RIKEN cDNA 4930540G01 gene (non-RefSeq),,,,,2
71234529,25,71121517,sagittal,N28178,expressed sequence N28178,49.0,230085.0,491928275.0,18208.0,2
69783065,25,69371162,sagittal,Phactr2,phosphatase and actin regulator 2,35.0,215789.0,491928275.0,8816.0,2
71891856,25,71083016,sagittal,Spag16,sperm associated antigen 16,34.0,66722.0,491928275.0,11572.0,2
634468,25,276764,sagittal,Slc52a3,"solute carrier protein family 52, member 3",47.0,69698.0,491928275.0,12324.0,2
69783029,25,69370951,sagittal,Pfdn4,prefoldin 4,47.0,109054.0,491928275.0,37645.0,2
69262260,25,68949955,sagittal,Fam222a,"family with sequence similarity 222, member A",50.0,433940.0,491928275.0,41895.0,2
69352938,25,68871036,sagittal,Nadk2,"NAD kinase 2, mitochondrial",41.0,68646.0,491928275.0,14638.0,2
69236688,25,68840513,sagittal,Tnnc2,"troponin C2, fast",47.0,21925.0,491928275.0,55727.0,2
71724720,25,70911353,sagittal,Spt1,salivary protein 1,41.0,20770.0,491928275.0,117957.0,2
75774649,25,75195291,sagittal,1700025G04Rik,RIKEN cDNA 1700025G04 gene,34.0,69399.0,491928275.0,12776.0,2
71608294,25,70822159,sagittal,Ola1,Obg-like ATPase 1,47.0,67059.0,491928275.0,5361.0,2
69116984,25,68749240,sagittal,Cox7b2,cytochrome c oxidase subunit VIIb2,50.0,78174.0,491928275.0,130780.0,2
69015817,25,68671005,sagittal,Josd2,Josephin domain containing 2,52.0,66124.0,491928275.0,26696.0,2
68918970,25,68188921,sagittal,2810021J22Rik,RIKEN cDNA 2810021J22 gene,36.0,69944.0,491928275.0,87239.0,2
71381115,25,70499913,sagittal,Tbx4,T-box 4,36.0,21387.0,491928275.0,7968.0,2
70300007,25,70248732,sagittal,Tcaim,"T cell activation inhibitor, mitochondrial",54.0,382117.0,491928275.0,45481.0,2
68446099,25,67809232,sagittal,Rbm12,RNA binding motif protein 12,47.0,75710.0,491928275.0,34993.0,2
71022280,25,70123640,sagittal,LOC434408,hypothetical gene supported by AK052439,54.0,434408.0,491928275.0,,2
74265321,25,74065505,sagittal,5730416O20Rik,RIKEN cDNA 5730416O20 gene,35.0,70557.0,491928275.0,,2
70795853,25,70013790,sagittal,Dusp3,dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related),36.0,72349.0,491928275.0,20870.0,2
74300675,25,73440163,sagittal,9530004P13Rik,RIKEN cDNA 9530004P13 gene,53.0,77363.0,491928275.0,,2
67815547,25,67795998,sagittal,Top3b,topoisomerase (DNA) III beta,42.0,21976.0,491928275.0,2923.0,2
70596065,25,69778826,sagittal,Pabpc1l,"poly(A) binding protein, cytoplasmic 1-like",47.0,381404.0,491928275.0,77989.0,2
72182947,25,71282192,sagittal,Npm2,nucleophosmin/nucleoplasmin 2,40.0,328440.0,491928275.0,15349.0,2
69752179,25,69637051,sagittal,Mep1b,meprin 1 beta,44.0,17288.0,491928275.0,48382.0,2
71892328,25,71101467,sagittal,Synpo,synaptopodin,44.0,104027.0,491928275.0,5274.0,2
70277937,25,69573507,sagittal,Hexb,hexosaminidase B,39.0,15212.0,491928275.0,437.0,2
70218594,25,69525336,sagittal,Pabpc6,"poly(A) binding protein, cytoplasmic 6",43.0,67543.0,491928275.0,129776.0,2
69817085,25,69401213,sagittal,Xrcc3,X-ray repair complementing defective repair in Chinese hamster cells 3,37.0,74335.0,491928275.0,36178.0,2
678713,25,678743,sagittal,Snx8,sorting nexin 8,50.0,231834.0,491928275.0,8338.0,2
69531031,25,69154963,sagittal,Wscd2,WSC domain containing 2,50.0,320916.0,491928275.0,35372.0,2
68744582,25,68350087,sagittal,Usp24,ubiquitin specific peptidase 24,49.0,329908.0,491928275.0,35420.0,2
564784,25,276513,sagittal,Rad18,RAD18 homolog (S. cerevisiae),51.0,58186.0,491928275.0,48572.0,2
71574401,25,70780126,sagittal,Ankmy1,ankyrin repeat and MYND domain containing 1,34.0,241158.0,491928275.0,9561.0,2
68632208,25,68203560,sagittal,Cyp51,"cytochrome P450, family 51",50.0,13121.0,491928275.0,55488.0,2
393258,25,149428,sagittal,Psmd3,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3",36.0,22123.0,491928275.0,2102.0,2
68498747,25,67928712,sagittal,BC022713,cDNA sequence BC022713,51.0,269739.0,491928275.0,,2
71489792,25,70614108,sagittal,Treml1,triggering receptor expressed on myeloid cells-like 1,43.0,71326.0,491928275.0,52257.0,2
386025,25,101570,sagittal,Mfap3,microfibrillar-associated protein 3,36.0,216760.0,491928275.0,4333.0,2
70566059,25,70431049,sagittal,Gm4869,predicted gene 4869,50.0,231836.0,491928275.0,,2
75851053,25,75282197,sagittal,Asb15,ankyrin repeat and SOCS box-containing 15,51.0,78910.0,491928275.0,43797.0,2
71211578,25,70379880,sagittal,Cnrip1,cannabinoid receptor interacting protein 1,36.0,380686.0,491928275.0,9153.0,2
70919657,25,70091612,sagittal,D2Wsu81e,"DNA segment, Chr 2, Wayne State University 81, expressed",47.0,227695.0,491928275.0,6704.0,2
77793195,25,77528733,sagittal,Tnfaip8l3,"tumor necrosis factor, alpha-induced protein 8-like 3",54.0,244882.0,491928275.0,19480.0,2
70227962,25,70044857,sagittal,Arhgef26,Rho guanine nucleotide exchange factor (GEF) 26,48.0,622434.0,491928275.0,9204.0,2
75197684,25,75065672,sagittal,Ttc30a1,tetratricopeptide repeat domain 30A1,47.0,78802.0,491928275.0,69467.0,2
69838649,25,69841050,sagittal,Cox6b2,cytochrome c oxidase subunit VIb polypeptide 2,52.0,333182.0,491928275.0,16948.0,2
74749168,25,74481129,sagittal,Ppp1r3a,"protein phosphatase 1, regulatory (inhibitor) subunit 3A",51.0,140491.0,491928275.0,48124.0,2
72182968,25,71282209,sagittal,Gm5447,predicted gene 5447,39.0,432743.0,491928275.0,,2
69885636,25,69434169,sagittal,Snx9,sorting nexin 9,43.0,66616.0,491928275.0,49454.0,2
69608989,25,69215135,sagittal,D630004N19Rik,RIKEN cDNA D630004N19 gene,52.0,402747.0,491928275.0,,2
583848,25,583820,sagittal,Qpct,glutaminyl-peptide cyclotransferase (glutaminyl cyclase),43.0,70536.0,491928275.0,8238.0,2
70919035,25,70873125,sagittal,TC1548724,TIGR MGI TC1548724,,,,,2
513470,25,220379,sagittal,Nip7,nuclear import 7 homolog (S. cerevisiae),53.0,66164.0,491928275.0,56743.0,2
74734740,25,74357315,sagittal,Olfr615,olfactory receptor 615,52.0,259084.0,491928275.0,17494.0,2
69353318,25,68871036,sagittal,Mrgbp,MRG/MORF4L binding protein,47.0,73247.0,491928275.0,10104.0,2
69236598,25,68857413,sagittal,Dynlrb2,dynein light chain roadblock-type 2,53.0,75465.0,491928275.0,12601.0,2
69258316,25,68840517,sagittal,Npy4r,neuropeptide Y receptor Y4,40.0,19065.0,491928275.0,38119.0,2
69202376,25,68804370,sagittal,2310014L17Rik,RIKEN cDNA 2310014L17 gene,52.0,381845.0,491928275.0,78604.0,2
74265249,25,74065497,sagittal,1700018A04Rik,RIKEN cDNA 1700018A04 gene,39.0,71307.0,491928275.0,,2
71211353,25,70309871,sagittal,Rabl6,"RAB, member RAS oncogene family-like 6",47.0,227624.0,491928275.0,11674.0,2
68667970,25,68349979,sagittal,Fv1,Friend virus susceptibility 1,49.0,14349.0,491928275.0,,2
68667712,25,68203828,sagittal,Zfp661,zinc finger protein 661,47.0,72180.0,491928275.0,23275.0,2
76081020,25,75631224,sagittal,Gm1045,predicted gene 1045,50.0,381651.0,491928275.0,52269.0,2
70946250,25,70041852,sagittal,D6Ertd160e,"DNA segment, Chr 6, ERATO Doi 160, expressed",51.0,52223.0,491928275.0,,2
75991186,25,75449017,sagittal,Mm.358838,Unigene Mm.358838,,,,,2
69540417,25,69486066,sagittal,Cbfa2t3,"core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human)",53.0,12398.0,491928275.0,74543.0,2
68441568,25,67745262,sagittal,Tdrd7,tudor domain containing 7,49.0,100121.0,491928275.0,8618.0,2
71991768,25,71167174,sagittal,Meaf6,MYST/Esa1-associated factor 6,49.0,70088.0,491928275.0,11240.0,2
71891844,25,71083016,sagittal,Wbp2nl,WBP2 N-terminal like,41.0,74716.0,491928275.0,17633.0,2
69816685,25,69401439,sagittal,Polr2a,polymerase (RNA) II (DNA directed) polypeptide A,36.0,20020.0,491928275.0,721.0,2
71656894,25,70911314,sagittal,Msl1,male-specific lethal 1 homolog (Drosophila),36.0,74026.0,491928275.0,129785.0,2
69540519,25,69163485,sagittal,Ccng2,cyclin G2,50.0,12452.0,491928275.0,3208.0,2
69174340,25,69084353,sagittal,Cd48,CD48 antigen,34.0,12506.0,491928275.0,1347.0,2
67936407,25,356720,sagittal,Slc10a3,"solute carrier family 10 (sodium/bile acid cotransporter family), member 3",57.0,214601.0,491928275.0,10525.0,2
69445427,25,69059321,sagittal,Zfp518b,zinc finger protein 518B,50.0,100515.0,491928275.0,19115.0,2
75931606,25,75335463,sagittal,Spata16,spermatogenesis associated 16,48.0,70862.0,491928275.0,49974.0,2
68666840,25,68203740,sagittal,Ccnt2,cyclin T2,34.0,72949.0,491928275.0,14043.0,2
227749,25,72664,sagittal,Senp2,SUMO/sentrin specific peptidase 2,42.0,75826.0,491928275.0,11005.0,2
71378418,25,70499989,sagittal,Ptprb,"protein tyrosine phosphatase, receptor type, B",35.0,19263.0,491928275.0,2125.0,2
68798855,25,67968419,sagittal,Tnip2,TNFAIP3 interacting protein 2,50.0,231130.0,491928275.0,11515.0,2
68341436,25,67965776,sagittal,Sectm1b,secreted and transmembrane 1B,36.0,58210.0,491928275.0,48157.0,2
70565933,25,70431033,sagittal,Armc2,armadillo repeat containing 2,35.0,213402.0,491928275.0,41848.0,2
75860943,25,75282205,sagittal,Cst13,cystatin 13,47.0,69294.0,491928275.0,41707.0,2
71152360,25,70220561,sagittal,Sel1l3,sel-1 suppressor of lin-12-like 3 (C. elegans),50.0,231238.0,491928275.0,9054.0,2
74509588,25,73573591,sagittal,Kif11,kinesin family member 11,45.0,16551.0,491928275.0,3322.0,2
70445251,25,69705335,sagittal,Taf6l,"TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor",45.0,225895.0,491928275.0,4728.0,2
73497535,25,72575789,sagittal,Eif2a,eukaryotic translation initiation factor 2A,48.0,229317.0,491928275.0,5969.0,2
70276921,25,69573503,sagittal,Gm22,predicted gene 22,53.0,195209.0,491928275.0,18937.0,2
72283450,25,71298854,sagittal,Fam184a,"family with sequence similarity 184, member A",35.0,75906.0,491928275.0,11600.0,2
69980160,25,69454340,sagittal,Tax1bp3,Tax1 (human T cell leukemia virus type I) binding protein 3,36.0,76281.0,491928275.0,8749.0,2
69816954,25,69401209,sagittal,Taf11,"TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor",43.0,68776.0,491928275.0,55918.0,2
633678,25,607497,sagittal,Arhgdia,Rho GDP dissociation inhibitor (GDI) alpha,36.0,192662.0,491928275.0,908.0,2
71656848,25,70897112,sagittal,Nup98,nucleoporin 98,52.0,330609.0,491928275.0,,2
69735580,25,69289510,sagittal,Itga7,integrin alpha 7,35.0,16404.0,491928275.0,37592.0,2
69735186,25,69289481,sagittal,Hyal2,hyaluronoglucosaminidase 2,54.0,15587.0,491928275.0,7776.0,2
71608391,25,70822207,sagittal,Sub1,SUB1 homolog (S. cerevisiae),41.0,20024.0,491928275.0,38218.0,2
69169493,25,68770631,sagittal,Zfp275,zinc finger protein 275,57.0,27081.0,491928275.0,23734.0,2
68637599,25,68203640,sagittal,Gys1,"glycogen synthase 1, muscle",52.0,14936.0,491928275.0,113557.0,2
74736402,25,74425881,sagittal,LOC544977,-,39.0,544977.0,491928275.0,,2
71668371,25,70720578,sagittal,Ctr9,"Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",52.0,22083.0,491928275.0,40668.0,2
68797500,25,68151399,sagittal,Lrrc20,leucine rich repeat containing 20,35.0,216011.0,491928275.0,45208.0,2
71213855,25,70396865,sagittal,Gm9903,predicted gene 9903,50.0,433873.0,491928275.0,,2
72182999,25,71298806,sagittal,Csde1,"cold shock domain containing E1, RNA binding",48.0,229663.0,491928275.0,5179.0,2
68797488,25,68084575,sagittal,Guca1a,guanylate cyclase activator 1a (retina),43.0,14913.0,491928275.0,353.0,2
71919182,25,71101557,sagittal,Fam187b,"family with sequence similarity 187, member B",52.0,76415.0,491928275.0,,2
70300049,25,70248736,sagittal,Gm1724,"gene model 1724, (NCBI)",39.0,382813.0,491928275.0,,2
68410357,25,67966157,sagittal,Pglyrp2,peptidoglycan recognition protein 2,43.0,57757.0,491928275.0,49671.0,2
70201391,25,70044750,sagittal,Fam209,family with sequence similarity 209,47.0,76426.0,491928275.0,19218.0,2
70787002,25,70006155,sagittal,LOC433841,LOC433841,50.0,433841.0,491928275.0,,2
70717354,25,69914449,sagittal,Hypk,huntingtin interacting protein K,47.0,67693.0,491928275.0,9498.0,2
68080704,25,67964557,sagittal,Gpm6a,glycoprotein m6a,53.0,234267.0,491928275.0,3864.0,2
70546251,25,69744826,sagittal,Ncf1,neutrophil cytosolic factor 1,50.0,17969.0,491928275.0,30964.0,2
68443250,25,67795950,sagittal,Sp110,Sp110 nuclear body protein,34.0,109032.0,491928275.0,82192.0,2
70300768,25,69594220,sagittal,Pggt1b,"protein geranylgeranyltransferase type I, beta subunit",44.0,225467.0,491928275.0,3685.0,2
69816697,25,69401439,sagittal,Polrmt,polymerase (RNA) mitochondrial (DNA directed),35.0,216151.0,491928275.0,37996.0,2
68203500,25,653468,sagittal,Map2k5,mitogen-activated protein kinase kinase 5,54.0,23938.0,491928275.0,115933.0,2
71213005,25,70396817,sagittal,Ppapdc2,phosphatidic acid phosphatase type 2 domain containing 2,45.0,74411.0,491928275.0,45228.0,2
69568830,25,69204533,sagittal,Cntnap1,contactin associated protein-like 1,36.0,53321.0,491928275.0,2693.0,2
71211377,25,70309871,sagittal,Dancr,differentiation antagonizing non-protein coding RNA,50.0,70036.0,491928275.0,,2
71210370,25,70298645,sagittal,Zfp865,zinc finger protein 865,52.0,319748.0,491928275.0,19652.0,2
393194,25,104517,sagittal,Tspyl1,"testis-specific protein, Y-encoded-like 1",35.0,22110.0,491928275.0,22522.0,2
69202800,25,68814397,sagittal,Trub1,TruB pseudouridine (psi) synthase homolog 1 (E. coli),45.0,72133.0,491928275.0,34714.0,2
69114516,25,68740698,sagittal,Lrrc23,leucine rich repeat containing 23,51.0,16977.0,491928275.0,5082.0,2
71161537,25,70230611,sagittal,Il1rl2,interleukin 1 receptor-like 2,34.0,107527.0,491928275.0,2860.0,2
70919824,25,70091624,sagittal,Ptpn9,"protein tyrosine phosphatase, non-receptor type 9",54.0,56294.0,491928275.0,2121.0,2
68744701,25,68350099,sagittal,Pcgf1,polycomb group ring finger 1,51.0,69837.0,491928275.0,13090.0,2
68666601,25,68203716,sagittal,Pfdn2,prefoldin 2,34.0,18637.0,491928275.0,7887.0,2
68080706,25,67964557,sagittal,Fam149b,"family with sequence similarity 149, member B",40.0,105428.0,491928275.0,67023.0,2
69838711,25,69843001,sagittal,Chn1,chimerin 1,47.0,108699.0,491928275.0,31056.0,2
74724097,25,74343249,sagittal,Olfr421-ps1,"olfactory receptor 421, pseudogene 1",34.0,258715.0,491928275.0,128107.0,2
74265237,25,74065492,sagittal,4932422M17Rik,RIKEN cDNA 4932422M17 gene,50.0,74366.0,491928275.0,,2
74431819,25,73568196,sagittal,LOC546247,-,56.0,546247.0,491928275.0,,2
74277432,25,72172803,sagittal,Psg28,pregnancy-specific glycoprotein 28,52.0,114871.0,491928275.0,110989.0,2
70218920,25,69534652,sagittal,5430427O19Rik,RIKEN cDNA 5430427O19 gene,57.0,71398.0,491928275.0,11856.0,2
72283617,25,71325174,sagittal,Ifna11,interferon alpha 11,49.0,15964.0,491928275.0,68536.0,2
69838753,25,69434070,sagittal,Tpr,"translocated promoter region, nuclear basket protein",34.0,108989.0,491928275.0,37753.0,2
